"distance","id","long","lat"
162031.166492698,7902719504,-152.558705,60.226857
162031.166492698,7902719372,-152.558705,60.226857
162031.166492698,7902719250,-152.558705,60.226857
162031.166492698,7902718930,-152.558705,60.226857
162031.166492698,7902718430,-152.558705,60.226857
167939.901133387,7503994808,-152.665328,60.243389
164637.088107692,7110098691,-152.595062,60.095425
169291.567092519,6447413587,-152.685928,60.14441
168956.144695151,6447413125,-152.680435,60.150049
169006.210972034,6447411459,-152.681121,60.147828
168988.641363745,6447410665,-152.681121,60.151075
162340.829101675,6298481429,-152.564328,60.223522
228614.571898375,6075854918,-153.754634,60.38727
179415.27795356,6037812951,-152.872398,60.192101
172900.118059517,6037812171,-152.745621,60.34708
167327.945781006,5965442788,-152.644345,60.3457
242259.416717804,5964884949,-153.238,61.471166
242259.416717804,5965441428,-153.238,61.471166
242259.416717804,5965440674,-153.238,61.471166
167043.631798312,4925787467,-152.618293,60.007053
178801.663035903,5272093163,-152.861801,60.24912
178801.663035903,5272701354,-152.861801,60.24912
178801.663035903,5272700444,-152.861801,60.24912
169146.13599258,4604451487,-152.683868,60.150049
169146.13599258,4604450747,-152.683868,60.150049
174565.029465313,4300843277,-152.741761,60.484651
174650.785741567,3906249484,-152.743123,60.485306
235077.489359697,3759249383,-153.874464,60.369405
228947.840648842,3104505413,-153.28968,61.199616
219103.315152251,3103558017,-153.111869,61.172333
165968.60321549,4923601866,-152.601299,60.015933
185045.123248324,27852495425,-152.957067,60.057816
183743.275884633,27240132434,-152.934517,60.0627
182855.353869776,27240132194,-152.919267,60.06675
181662.028076208,27240131374,-152.89875,60.072216
181662.028076208,27240131004,-152.89875,60.072216
188982.648387541,27240129424,-153.046284,60.229283
188700.531618634,27240129144,-153.041184,60.232883
188291.410125514,27240128634,-153.033767,60.236866
187911.770248743,27240128274,-153.026851,60.241866
187458.488728409,27240127914,-153.01855,60.2479
167608.906773406,27240127484,-152.61525,60.47845
167649.517651541,27240127134,-152.614717,60.482083
168026.727012342,27240126744,-152.620867,60.484416
168290.683305457,27240126304,-152.625084,60.486283
168809.80539067,27240125114,-152.632867,60.491333
168940.17390725,27240124774,-152.634284,60.49405
176550.843668514,27240124664,-152.76265,60.527933
176997.522712005,27240123844,-152.76025,60.553933
176687.380414058,27574576770,-152.759617,60.541716
177284.067055291,27574576520,-152.760034,60.566649
164559.005383507,27574576290,-152.484067,60.6351
171589.617388699,27240122134,-152.486,60.820016
243931.07886071,27239363341,-154.038619,60.190649
163642.233211339,26643812451,-152.4558,60.65255
173403.566318278,26103984184,-152.742734,60.40765
172723.978428761,26437492400,-152.719684,60.447266
172997.490374883,26437492250,-152.717634,60.47015
177274.644647714,26437492040,-152.776517,60.5269
179892.686620449,26106152673,-152.807484,60.569716
177159.447198977,26437491670,-152.754484,60.573766
182226.513413646,26437491800,-152.853234,60.56485
169992.185213211,26106152283,-152.6048,60.6039
172243.036028791,26437491520,-152.655501,60.58775
174406.116022482,26106152433,-152.700867,60.578016
166771.562936032,26437491440,-152.543134,60.605266
164493.282410624,26106152073,-152.492967,60.617733
174418.554988166,26420772780,-152.6988,60.58285
174279.580321442,26627691471,-152.714317,60.542666
174013.928102552,26693836235,-152.71785,60.5219
174137.509791449,26693835615,-152.7343,60.48335
174455.630646629,26693835425,-152.74315,60.47445
174265.974629098,26667021106,-152.743667,60.461866
178687.914782907,26667020286,-152.84455,60.384066
178952.290554475,26627690531,-152.853484,60.36175
177342.017977804,26420770260,-152.776767,60.52945
169742.209340045,21219171529,-152.660758,59.985335
169742.209340045,20783361884,-152.660758,59.985335
168566.575904023,21379828926,-152.642347,59.994887
168566.575904023,20784984513,-152.642347,59.994887
168566.575904023,21379828216,-152.642347,59.994887
168566.575904023,21406058985,-152.642347,59.994887
168566.575904023,21414462621,-152.642347,59.994887
169269.492131187,21406057625,-152.652862,59.987557
169269.492131187,21379826906,-152.652862,59.987557
169307.378776964,21406057475,-152.654471,59.990519
168658.911174264,21406057235,-152.643806,59.994168
168658.911174264,21406056845,-152.643806,59.994168
168658.911174264,21406057095,-152.643806,59.994168
168658.911174264,21217971070,-152.643806,59.994168
168658.911174264,21414459831,-152.643806,59.994168
168492.519762981,20784979333,-152.640717,59.993953
168622.517225605,21395186022,-152.643184,59.994297
168622.517225605,21218213668,-152.643184,59.994297
168566.575904023,21219157009,-152.642347,59.994887
168656.206187557,21217965270,-152.643291,59.992644
168619.823547831,21379816206,-152.642712,59.992912
169171.642497715,21395162152,-152.651445,59.988716
169171.642497715,21219138519,-152.651445,59.988716
169171.642497715,20783329774,-152.651445,59.988716
169282.347173991,21414432111,-152.652776,59.986537
169282.347173991,21395160532,-152.652776,59.986537
168131.333521151,21414431621,-152.635095,59.997054
168619.823547831,21414427881,-152.642712,59.992912
168848.429523815,21219133179,-152.646682,59.992311
168848.429523815,20783323254,-152.646682,59.992311
169295.542163249,21218182678,-152.65357,59.988308
170179.354908898,21379791256,-152.667689,59.982126
168812.462544391,21395153662,-152.646746,59.994661
168812.462544391,21217934410,-152.646746,59.994661
169316.469184115,21414424601,-152.654643,59.990541
169316.469184115,21406021115,-152.654643,59.990541
170011.756096321,21395151942,-152.664942,59.98307
169171.642497715,21218179548,-152.651445,59.988716
169295.542163249,21395151162,-152.65357,59.988308
168812.462544391,21379787426,-152.646746,59.994661
162097.816731689,20907517925,-152.559907,60.227272
173610.314814051,19090707013,-152.729187,60.469402
173610.314814051,19716167021,-152.729187,60.469402
173610.314814051,19711531675,-152.729187,60.469402
173610.314814051,19088925214,-152.729187,60.469402
173610.314814051,19090531323,-152.729187,60.469402
173610.314814051,19715997651,-152.729187,60.469402
173610.314814051,19523327358,-152.729187,60.469402
173610.314814051,19524684179,-152.729187,60.469402
173610.314814051,19711278775,-152.729187,60.469402
173610.314814051,19090307053,-152.729187,60.469402
173610.314814051,19523130610,-152.729187,60.469402
159282.513083056,19524486859,-152.506714,60.2766
159282.513083056,19090098793,-152.506714,60.2766
159282.513083056,19088403384,-152.506714,60.2766
159282.513083056,19684724586,-152.506714,60.2766
159282.513083056,19715412181,-152.506714,60.2766
159282.513083056,19703577322,-152.506714,60.2766
177951.524851981,17154609369,-152.835742,60.358786
179382.150694053,17340829715,-152.861914,60.358186
179558.030954805,17321047445,-152.865956,60.352983
179979.598994002,17295079096,-152.873725,60.352408
179319.724056489,17295076626,-152.860739,60.358413
179910.765629695,17133482700,-152.87247,60.352416
179873.953721102,16698577654,-152.871812,60.352336
180498.564944487,17112463077,-152.882731,60.355247
180006.286425664,16697441634,-152.874195,60.352511
179994.125629906,16699641213,-152.873981,60.352463
180342.806291563,17319899595,-152.879987,60.354658
180743.572934531,16689867583,-152.887217,60.355105
180750.599203534,17102684357,-152.887345,60.355105
181353.310030842,16689866113,-152.8989,60.3514
182065.823654613,17284167396,-152.911187,60.35585
182091.038687257,17122401820,-152.911512,60.3567
182124.330259806,17308105022,-152.912048,60.357144
178753.842136303,16680432124,-152.794561,59.901487
173034.39727713,17298877905,-152.744917,60.365436
179046.49849855,16676404314,-152.855998,60.356963
177622.197062761,17106573480,-152.83002,60.357105
172931.770886556,16607007383,-152.70009,59.931516
172963.173288531,17029250778,-152.700433,59.930914
178753.842136303,16583359044,-152.794561,59.901487
248525.027040855,16584519482,-153.993817,60.793352
248525.027040855,16584984995,-153.993817,60.793352
178801.772010599,15480437429,-152.861803,60.249119
180087.697301635,15301571848,-152.811429,59.883577
170069.41161194,15343473142,-152.665448,59.981369
187408.536108532,14915008698,-153.000595,60.40043
169832.93200635,14879991759,-152.661187,59.981492
169832.93200635,14880135447,-152.661187,59.981492
169832.93200635,15066690915,-152.661187,59.981492
169832.93200635,15066690445,-152.661187,59.981492
169832.93200635,15066689795,-152.661187,59.981492
169832.93200635,14880039370,-152.661187,59.981492
169832.93200635,15043679256,-152.661187,59.981492
169832.93200635,15063652001,-152.661187,59.981492
169832.93200635,15066322892,-152.661187,59.981492
194382.791754872,14867910992,-153.069,59.874
194382.791754872,14888119523,-153.069,59.874
196762.19636307,14865171091,-153.11,59.868
196762.19636307,14868235155,-153.11,59.868
196762.19636307,14867908722,-153.11,59.868
196762.19636307,14865169741,-153.11,59.868
169768.07402004,14851749411,-152.660631,59.983447
197300.964487401,14712143674,-153.119612,59.867425
197320.453402533,14527874809,-153.12,59.8675
198238.282726391,14712141814,-153.134148,59.861263
168930.858613623,14671125366,-152.649295,59.995975
198244.315099244,14685101764,-153.134217,59.861166
178724.256250233,14059913260,-152.8604,60.249105
168333.356177437,13988875644,-152.638325,59.995597
197965.746358496,11738535624,-153.130278,59.863888
197965.746358496,11738368963,-153.130278,59.863888
168333.356177437,11726327604,-152.638325,59.995597
210662.02511612,10003767853,-153.398677,60.514895
244526.975612576,9418103293,-154.050292,60.317427
168674.925332911,9379559951,-152.645006,59.997172
166469.961558965,9382341450,-152.608756,60.010108
164515.218289364,9370786685,-152.592545,60.093611
168649.460265805,9264417368,-152.64455,59.997194
168675.322792499,9261050285,-152.645003,59.997138
197965.746358496,9250884347,-153.130278,59.863888
197965.746358496,9250884051,-153.130278,59.863888
168925.995254722,9224464351,-152.649184,59.9959
168852.19016404,9224463855,-152.648137,59.996875
168843.417577568,9227241892,-152.647903,59.996627
168850.148075264,9227240820,-152.648006,59.996563
168789.39962081,9224458713,-152.646962,59.996761
169565.364442481,9196235641,-152.658542,59.988525
166472.015476934,9176865144,-152.608787,60.010086
166476.359144437,9174645025,-152.608895,60.010188
166472.062596524,9176862170,-152.608795,60.010111
166469.961558965,9176861098,-152.608756,60.010108
166475.879329933,9174640153,-152.60885,60.010061
241086.701555449,9025242703,-153.91765,60.648588
239258.795538035,9025235617,-153.892617,60.623905
178957.975586709,8675431784,-152.864627,60.249266
165911.535783544,8524461282,-152.603187,60.026716
166010.73179044,8462976220,-152.475167,60.6925
169715.402073131,8357580245,-152.659256,59.982137
233432.940913075,8339118639,-153.840959,60.39818
169832.93200635,8278564365,-152.661187,59.981492
165543.495971293,8166456411,-152.597694,60.031243
165557.536845564,8163683982,-152.598037,60.031586
162031.166492698,7902719644,-152.558705,60.226857
179719.341097103,17242404926,-152.806586,59.888012
170069.372427395,44941812225,-152.665617,59.9819
169993.744204198,44941811695,-152.664167,59.981666
169668.109633978,44941810865,-152.658517,59.982516
169758.384639092,44941807795,-152.659967,59.981916
169757.380263851,44941807095,-152.66005,59.982233
169759.250018008,44941806355,-152.660084,59.982233
169773.296656023,44038037760,-152.660334,59.982216
169360.694299051,45805412112,-152.6553,59.990066
169360.694299051,45805411932,-152.6553,59.990066
169771.484086123,30915560097,-152.660317,59.982266
168418.537087298,31983559238,-152.64005,59.996183
206047.123374449,44440761434,-153.279409,59.867291
169667.174746057,44052240934,-152.6585,59.982516
169667.174746057,42960898150,-152.6585,59.982516
169667.174746057,44052240454,-152.6585,59.982516
169667.174746057,44052240064,-152.6585,59.982516
169666.934512108,30900290118,-152.658517,59.982583
169666.934512108,30900289788,-152.658517,59.982583
169666.934512108,44052239384,-152.658517,59.982583
169671.197831882,44052238504,-152.658584,59.98255
170019.709916528,30900288088,-152.664367,59.980816
170019.709916528,30900287628,-152.664367,59.980816
168560.440048385,44416210511,-152.642067,59.994333
168555.587244332,43698040894,-152.641984,59.99435
170021.577428613,44312989541,-152.664684,59.9817
170026.795460694,44312989311,-152.664784,59.981716
170026.085721738,44312988951,-152.66475,59.98165
170136.185182806,44312988371,-152.6668,59.9818
170145.909333534,44312988051,-152.66695,59.981716
170145.909333534,42505335440,-152.66695,59.981716
170145.909333534,42505334670,-152.66695,59.981716
170146.190374799,44312987301,-152.66695,59.9817
170146.190374799,42505333020,-152.66695,59.9817
170146.190374799,44312984771,-152.66695,59.9817
169703.098782966,29292014867,-152.659217,59.982716
168555.361808081,43081213735,-152.642,59.994416
168556.012577561,43268156404,-152.642017,59.994433
168563.289434596,43081206515,-152.642134,59.994383
168563.289434596,43081206115,-152.642134,59.994383
168563.289434596,43268155594,-152.642134,59.994383
168563.289434596,43268155484,-152.642134,59.994383
169010.84412987,30086393058,-152.650389,59.994788
170015.200938742,43049852185,-152.6646,59.9818
169783.6412277,43003398754,-152.660517,59.9822
242986.325291987,43599462701,-154.022448,60.315213
186100.758885369,41791507390,-152.799717,60.786005
185847.73840617,41791507100,-152.792148,60.789594
185534.988537223,41791506700,-152.782084,60.794927
185394.174064496,41791506310,-152.777953,60.796766
182894.1481531,29708395238,-152.707662,60.823908
183249.979284293,29708395028,-152.71722,60.820761
188040.201043838,29708394378,-152.852553,60.764675
220768.35022928,29708394008,-153.601656,60.445224
239401.705243373,29708393028,-153.955545,60.343261
234928.964351566,29708393278,-153.871856,60.368533
241580.18261638,29708392858,-153.996278,60.326761
188741.972767603,42861291024,-152.872064,60.755963
170015.200938742,42300102205,-152.6646,59.9818
169010.84412987,29327055048,-152.650389,59.994788
178753.842136303,27558356278,-152.794561,59.901487
235799.453537469,23524533468,-153.819337,60.647927
235750.480029465,37340792401,-153.81852,60.647677
169880.465428396,36384763041,-152.682187,60.390613
184176.198597194,36522188425,-152.928389,60.454136
219978.137470203,36475679376,-153.539531,60.60868
179595.456457151,36129612296,-152.865462,60.360236
179573.871009297,36169941015,-152.86502,60.360527
208056.298424463,35334233470,-153.389739,60.2977
176905.038642973,34911778853,-152.807464,60.405036
170360.740999543,35334229980,-152.681123,60.430122
255166.748991403,35086065135,-154.244112,60.24208
255160.021163608,35046062516,-154.243989,60.242027
255165.87365398,34242494764,-154.244095,60.24203
255160.035234239,34698957050,-154.243989,60.242016
255160.808711645,34955283011,-154.244003,60.242016
255166.748991403,34242485444,-154.244112,60.24208
244352.767521451,34242471994,-154.048156,60.291286
243516.111827583,34921696262,-154.032714,60.299958
244352.01171966,35085784465,-154.048142,60.291297
244352.01171966,34955165091,-154.048142,60.291297
243231.630100282,35085781645,-154.027437,60.303119
243514.544251728,34275465253,-154.032684,60.300002
238453.303400678,34698780970,-153.938125,60.345572
238447.511474154,34955099161,-153.93802,60.345569
242605.587989591,34698777300,-154.015792,60.309966
238447.588729357,35045750116,-153.93802,60.345586
238456.081241802,35045749416,-153.938173,60.345602
238348.815126911,34698522580,-153.936189,60.346022
236966.228244383,34698520650,-153.910964,60.347205
236967.530716692,34921377642,-153.910981,60.347283
238348.572857583,35085421465,-153.936189,60.345969
236965.537860347,34954643641,-153.91095,60.347222
236983.308286132,35045413596,-153.9113,60.346905
236983.270791096,34274997973,-153.9113,60.346897
236985.818328935,35085248595,-153.911348,60.346877
236986.696475972,35045411376,-153.911362,60.3469
236964.629228828,34274984903,-153.910934,60.347216
236963.482691954,35045401156,-153.91092,60.347136
236980.601311158,35044924176,-153.911256,60.346844
231907.487636771,34920806622,-153.815828,60.377619
231912.411826219,34697806890,-153.815903,60.377741
231908.368694485,35084680305,-153.815842,60.377636
231910.731045191,35044850886,-153.815873,60.377736
231107.616610779,35044841676,-153.801134,60.3787
231462.417164564,34953991031,-153.806167,60.389927
231458.118816803,35044811146,-153.806092,60.389902
231359.472024428,34697721830,-153.804598,60.387597
231405.577196009,35044805246,-153.805284,60.388772
231464.020228521,34274330983,-153.806184,60.390019
231444.486736427,34697691750,-153.805848,60.389869
231441.138765294,34274330243,-153.805787,60.389869
231443.49546857,34920638342,-153.805831,60.389861
231442.72708136,34241187844,-153.805817,60.389861
231442.72708136,34697687120,-153.805817,60.389861
231276.39712133,34274275743,-153.803131,60.387241
231444.282959589,35044716446,-153.805848,60.389841
231279.809948027,34920575682,-153.803192,60.38725
231104.401926378,34920568012,-153.800142,60.38613
231112.144758215,34241116624,-153.800278,60.386169
231104.458715453,35044700606,-153.800142,60.386138
231106.625828544,35044663926,-153.801134,60.378552
231225.476828197,34953843241,-153.803392,60.377777
231224.068223644,34697581960,-153.803362,60.377813
231224.068223644,34697567110,-153.803362,60.377813
231224.068223644,35044617566,-153.803362,60.377813
231222.822301434,35084422365,-153.803345,60.377766
231093.953284822,34920479192,-153.800798,60.379413
231258.396212706,34953763671,-153.803987,60.377813
231258.396212706,34920442082,-153.803987,60.377813
231256.348239809,35084369485,-153.803956,60.377761
231266.472539054,35084366275,-153.804139,60.377772
239004.73925617,34274117273,-153.9487,60.338527
235178.356694196,35084325195,-153.877487,60.357875
235177.688610017,34274103413,-153.877473,60.357894
239010.541449026,34240922844,-153.948806,60.338519
242451.021825018,34697419320,-154.013489,60.297433
242450.092340893,35044477406,-154.013473,60.297408
242404.9744586,34240871054,-154.012559,60.300116
242405.718176633,35084238105,-154.012573,60.300102
242407.390722729,34697408830,-154.012603,60.300111
242472.120252067,34274060083,-154.013856,60.297886
242537.305345095,34920283292,-154.015062,60.297183
242949.619767762,34920282762,-154.022584,60.295788
242967.413987793,34920282192,-154.022889,60.29633
242953.337690102,34274011343,-154.022645,60.295986
242955.85404155,34274010553,-154.022689,60.296036
242532.132520511,34920257522,-154.01497,60.29713
242445.976749121,34240742734,-154.013398,60.297419
242445.976749121,34273941413,-154.013398,60.297419
242438.606329027,34240742624,-154.013262,60.297488
242947.504753751,34920215942,-154.022537,60.296055
242955.85404155,35044353006,-154.022689,60.296036
242948.487766495,34240730754,-154.022553,60.296111
242944.119326012,35084110835,-154.022475,60.296074
242944.119326012,34953494371,-154.022475,60.296074
242445.976749121,35044251696,-154.013398,60.297419
242425.573590079,35044234306,-154.013017,60.297741
242425.573590079,34240625604,-154.013017,60.297741
242425.573590079,34697139070,-154.013017,60.297741
242446.686747107,34898259592,-154.013412,60.297386
242447.610559635,34898252732,-154.013428,60.297408
242447.610559635,34898252132,-154.013428,60.297408
242422.179041068,34898251952,-154.012956,60.297725
242443.321937043,34897826752,-154.013353,60.297327
242454.911581129,34251000593,-154.01355,60.297711
242469.453920916,35062110705,-154.013809,60.297847
242469.453920916,34897821842,-154.013809,60.297847
248906.759798225,35062063285,-154.131012,60.257716
248908.426701789,34250957383,-154.131042,60.257686
248906.759798225,34218237374,-154.131012,60.257716
248904.283107469,35021804216,-154.130967,60.257691
178801.77350604,34337645911,-152.861803,60.24912
198010.592511994,31466226005,-153.131056,59.863788
169114.918556292,29067511791,-152.650225,59.98811
169062.049475282,29145062565,-152.649371,59.988453
169062.049475282,28523351564,-152.649371,59.988453
169055.580898537,28857794280,-152.649245,59.988426
169059.753719469,29145047285,-152.649338,59.988481
168081.221650969,28526358073,-152.634546,59.998256
168081.221650969,28857773160,-152.634546,59.998256
167807.540332771,29039517212,-152.63011,60.000048
198829.835888922,28502934395,-153.218078,60.130241
194203.14945266,28397844302,-153.137634,60.161083
197308.158254317,28103497385,-153.119728,59.867388
197953.693503659,28012496095,-153.129548,59.862688
189327.45033333,27978014276,-153.004898,59.948427
198259.797601387,27877821675,-153.134586,59.861367
184318.728011342,27852693075,-152.9444,60.060116
183204.581241132,27240135624,-152.925684,60.06725
183637.952029466,27240135264,-152.93175,60.058516
187495.843778736,27240134914,-152.999017,60.046616
186464.963035898,27240134294,-152.98095,60.049316
185902.007086087,27852495795,-152.971317,60.051883
185493.572974021,27852495595,-152.964534,60.054733
